Date of Sale,Product ID,Product Name,Quantity Sold,Sale Price,Total Sale Amount,Customer ID,Store Location,Target Gender,Customer Gender
2021-01-29,P0020,Shoe Model 20,4,85.78,343.12,C1680,New York,Unisex,Male
2021-01-29,P0016,Shoe Model 16,2,186.54,373.08,C7521,Los Angeles,Female,Male
2021-01-29,P0009,Shoe Model 9,2,106.45,212.9,C8586,Phoenix,Female,Male
2021-01-29,P0007,Shoe Model 7,2,121.5,243.0,C2895,Houston,Male,Male
2021-01-30,P0005,Shoe Model 5,8,45.58,364.64,C2750,Phoenix,Unisex,Female
2021-01-30,P0014,Shoe Model 14,6,123.21,739.26,C1173,Chicago,Female,Male
2021-01-30,P0007,Shoe Model 7,7,63.31,443.17,C5729,Houston,Male,Unisex
2021-01-31,P0009,Shoe Model 9,5,33.38,166.9,C4251,Phoenix,Male,Male
2021-01-31,P0006,Shoe Model 6,4,121.0,484.0,C4644,Houston,Female,Male
2021-01-31,P0018,Shoe Model 18,9,62.93,566.37,C6181,Houston,Female,Female
2021-01-31,P0018,Shoe Model 18,4,155.39,621.56,C9264,Phoenix,Unisex,Unisex
2021-02-01,P0013,Shoe Model 13,8,100.2,801.6,C2591,Chicago,Female,Unisex
2021-02-02,P0001,Shoe Model 1,2,136.15,272.3,C1654,New York,Female,Male
2021-02-02,P0001,Shoe Model 1,6,68.86,413.16,C1892,Phoenix,Unisex,Unisex
2021-02-03,P0012,Shoe Model 12,2,112.71,225.42,C8350,New York,Male,Female
2021-02-04,P0003,Shoe Model 3,2,85.63,171.26,C2858,Los Angeles,Male,Female
2021-02-05,P0008,Shoe Model 8,6,72.72,436.32,C1733,Houston,Male,Female
2021-02-06,P0012,Shoe Model 12,6,59.8,358.8,C4327,Phoenix,Unisex,Male
2021-02-06,P0013,Shoe Model 13,4,50.86,203.44,C3434,Houston,Male,Male
2021-02-06,P0006,Shoe Model 6,2,78.52,157.04,C6226,Chicago,Male,Male
2021-02-07,P0012,Shoe Model 12,9,36.9,332.1,C9800,Houston,Male,Female
2021-02-08,P0018,Shoe Model 18,1,131.14,131.14,C5823,Houston,Male,Male
2021-02-08,P0019,Shoe Model 19,7,146.41,1024.87,C2017,Chicago,Male,Unisex
2021-02-09,P0011,Shoe Model 11,3,135.67,407.01,C8915,New York,Unisex,Female
2021-02-09,P0009,Shoe Model 9,4,88.94,355.76,C2313,Los Angeles,Female,Unisex
2021-02-10,P0002,Shoe Model 2,4,89.94,359.76,C4185,New York,Female,Unisex
2021-02-10,P0002,Shoe Model 2,8,133.45,1067.6,C7450,New York,Male,Unisex
2021-02-10,P0003,Shoe Model 3,9,35.1,315.9,C4968,Los Angeles,Unisex,Female
2021-02-11,P0018,Shoe Model 18,8,175.22,1401.76,C7174,New York,Female,Male
2021-02-11,P0009,Shoe Model 9,3,183.36,550.08,C7480,Los Angeles,Male,Female
2021-02-11,P0001,Shoe Model 1,7,42.9,300.3,C9451,Houston,Unisex,Female
2021-02-12,P0010,Shoe Model 10,8,85.86,686.88,C3393,Chicago,Male,Male
2021-02-12,P0007,Shoe Model 7,6,199.52,1197.12,C1895,Phoenix,Male,Female
2021-02-12,P0002,Shoe Model 2,8,154.81,1238.48,C2840,New York,Unisex,Unisex
2021-02-12,P0005,Shoe Model 5,2,129.5,259.0,C4805,New York,Male,Female
2021-02-13,P0014,Shoe Model 14,3,129.15,387.45,C9796,New York,Male,Male
2021-02-14,P0014,Shoe Model 14,6,99.04,594.24,C6389,Phoenix,Female,Male
2021-02-14,P0017,Shoe Model 17,9,65.37,588.33,C1085,Houston,Male,Male
2021-02-15,P0017,Shoe Model 17,8,77.12,616.96,C5645,New York,Male,Female
2021-02-16,P0011,Shoe Model 11,3,193.27,579.81,C6921,New York,Female,Female
2021-02-16,P0005,Shoe Model 5,6,188.76,1132.56,C8872,Phoenix,Male,Male
2021-02-16,P0016,Shoe Model 16,5,128.54,642.7,C2015,Houston,Female,Male
2021-02-17,P0020,Shoe Model 20,5,178.11,890.55,C3825,Chicago,Female,Male
2021-02-17,P0019,Shoe Model 19,4,126.52,506.08,C7158,Los Angeles,Unisex,Female
2021-02-17,P0008,Shoe Model 8,8,118.73,949.84,C8043,Los Angeles,Female,Female
2021-02-18,P0019,Shoe Model 19,2,64.03,128.06,C8236,Chicago,Male,Female
2021-02-18,P0013,Shoe Model 13,5,147.25,736.25,C2799,Houston,Female,Unisex
2021-02-19,P0002,Shoe Model 2,9,30.58,275.22,C7059,Chicago,Unisex,Unisex
2021-02-19,P0019,Shoe Model 19,3,71.45,214.35,C7605,Phoenix,Female,Female
2021-02-19,P0008,Shoe Model 8,2,185.28,370.56,C5718,Houston,Female,Female
2021-02-19,P0005,Shoe Model 5,9,101.69,915.21,C1140,Phoenix,Unisex,Female
2021-02-20,P0002,Shoe Model 2,7,112.01,784.07,C8461,Phoenix,Male,Male
2021-02-21,P0010,Shoe Model 10,5,57.49,287.45,C7547,Houston,Male,Unisex
2021-02-21,P0005,Shoe Model 5,5,188.48,942.4,C2251,Houston,Unisex,Female
2021-02-22,P0015,Shoe Model 15,5,54.6,273.0,C3620,Phoenix,Female,Female
2021-02-22,P0016,Shoe Model 16,9,92.62,833.58,C8433,Chicago,Male,Male
2021-02-22,P0016,Shoe Model 16,9,123.58,1112.22,C5478,Chicago,Male,Female
2021-02-23,P0010,Shoe Model 10,2,109.94,219.88,C6079,Houston,Male,Unisex
2021-02-23,P0017,Shoe Model 17,6,30.12,180.72,C4764,New York,Unisex,Female
2021-02-23,P0009,Shoe Model 9,3,191.76,575.28,C2613,Phoenix,Unisex,Female
2021-02-24,P0009,Shoe Model 9,2,199.74,399.48,C4035,Los Angeles,Male,Unisex
2021-02-24,P0007,Shoe Model 7,8,64.81,518.48,C1637,New York,Female,Female
2021-02-24,P0002,Shoe Model 2,3,75.56,226.68,C7239,Phoenix,Unisex,Female
2021-02-25,P0019,Shoe Model 19,7,77.24,540.68,C6521,Phoenix,Male,Unisex
2021-02-25,P0018,Shoe Model 18,5,173.58,867.9,C7029,Chicago,Female,Female
2021-02-25,P0001,Shoe Model 1,4,89.52,358.08,C8543,Houston,Male,Male
2021-02-25,P0015,Shoe Model 15,4,160.57,642.28,C7715,Houston,Male,Female
2021-02-26,P0003,Shoe Model 3,9,49.22,442.98,C1202,Phoenix,Unisex,Unisex
2021-02-27,P0002,Shoe Model 2,4,163.61,654.44,C6219,New York,Unisex,Male
2021-02-27,P0016,Shoe Model 16,1,57.45,57.45,C3575,Phoenix,Unisex,Female
2021-02-28,P0003,Shoe Model 3,8,194.31,1554.48,C5314,Houston,Unisex,Unisex
2021-03-01,P0020,Shoe Model 20,6,188.36,1130.16,C4975,Houston,Female,Female
2021-03-01,P0010,Shoe Model 10,8,45.73,365.84,C5209,Los Angeles,Unisex,Male
2021-03-01,P0009,Shoe Model 9,6,83.31,499.86,C8517,Phoenix,Unisex,Male
2021-03-01,P0008,Shoe Model 8,1,69.37,69.37,C3207,Phoenix,Male,Unisex
2021-03-02,P0014,Shoe Model 14,6,187.05,1122.3,C2019,Phoenix,Unisex,Male
2021-03-02,P0020,Shoe Model 20,3,61.52,184.56,C6211,Phoenix,Unisex,Female
2021-03-02,P0013,Shoe Model 13,6,99.74,598.44,C8670,New York,Unisex,Unisex
2021-03-02,P0009,Shoe Model 9,4,112.44,449.76,C3405,Phoenix,Female,Unisex
2021-03-03,P0006,Shoe Model 6,1,184.24,184.24,C6933,Chicago,Male,Male
2021-03-03,P0005,Shoe Model 5,7,188.69,1320.83,C5830,Houston,Female,Male
2021-03-03,P0012,Shoe Model 12,8,57.7,461.6,C1490,Chicago,Female,Unisex
2021-03-04,P0017,Shoe Model 17,1,70.08,70.08,C7099,New York,Unisex,Female
2021-03-05,P0011,Shoe Model 11,9,105.07,945.63,C8079,Los Angeles,Female,Female
2021-03-05,P0009,Shoe Model 9,1,42.38,42.38,C3814,Chicago,Male,Unisex
2021-03-05,P0009,Shoe Model 9,1,140.01,140.01,C5133,Houston,Female,Female
2021-03-05,P0017,Shoe Model 17,5,151.42,757.1,C1147,Chicago,Female,Unisex
2021-03-06,P0003,Shoe Model 3,7,127.2,890.4,C8854,Phoenix,Male,Female
2021-03-06,P0012,Shoe Model 12,1,71.87,71.87,C2470,Chicago,Female,Unisex
2021-03-06,P0007,Shoe Model 7,1,197.29,197.29,C8484,Houston,Unisex,Male
2021-03-07,P0015,Shoe Model 15,9,35.51,319.59,C8544,Phoenix,Unisex,Female
2021-03-08,P0007,Shoe Model 7,3,134.57,403.71,C7868,New York,Unisex,Unisex
2021-03-08,P0013,Shoe Model 13,2,151.21,302.42,C6704,Phoenix,Female,Unisex
2021-03-08,P0006,Shoe Model 6,5,107.67,538.35,C7957,Phoenix,Unisex,Unisex
2021-03-09,P0012,Shoe Model 12,7,75.37,527.59,C2848,Phoenix,Unisex,Unisex
2021-03-09,P0001,Shoe Model 1,7,86.81,607.67,C1654,Chicago,Male,Male
2021-03-10,P0013,Shoe Model 13,8,132.7,1061.6,C1284,Phoenix,Male,Female
2021-03-10,P0007,Shoe Model 7,7,97.75,684.25,C9406,Houston,Female,Male
2021-03-10,P0004,Shoe Model 4,4,48.51,194.04,C9010,Los Angeles,Male,Female
2021-03-10,P0012,Shoe Model 12,8,36.4,291.2,C2278,Phoenix,Male,Male
2021-03-11,P0014,Shoe Model 14,3,85.12,255.36,C7905,Chicago,Male,Male
2021-03-11,P0015,Shoe Model 15,1,80.62,80.62,C6674,Chicago,Unisex,Female
2021-03-11,P0007,Shoe Model 7,5,72.34,361.7,C1376,New York,Unisex,Unisex
2021-03-12,P0007,Shoe Model 7,5,185.96,929.8,C7485,Phoenix,Unisex,Female
2021-03-13,P0009,Shoe Model 9,3,43.42,130.26,C1543,New York,Unisex,Male
2021-03-13,P0020,Shoe Model 20,1,147.13,147.13,C1888,Los Angeles,Male,Male
2021-03-14,P0002,Shoe Model 2,5,152.93,764.65,C8354,Phoenix,Male,Female
2021-03-14,P0010,Shoe Model 10,1,42.95,42.95,C4771,Los Angeles,Unisex,Male
2021-03-15,P0012,Shoe Model 12,6,47.15,282.9,C5006,Chicago,Male,Unisex
2021-03-15,P0010,Shoe Model 10,3,122.57,367.71,C3749,Houston,Male,Male
2021-03-16,P0016,Shoe Model 16,6,92.02,552.12,C3370,Houston,Female,Female
2021-03-16,P0009,Shoe Model 9,4,67.93,271.72,C8571,Chicago,Female,Unisex
2021-03-16,P0007,Shoe Model 7,1,165.86,165.86,C5120,New York,Female,Female
2021-03-17,P0002,Shoe Model 2,6,90.82,544.92,C3294,Houston,Male,Male
2021-03-17,P0020,Shoe Model 20,5,166.45,832.25,C5071,Houston,Male,Male
2021-03-17,P0017,Shoe Model 17,4,153.53,614.12,C8408,Chicago,Female,Unisex
2021-03-18,P0008,Shoe Model 8,5,190.83,954.15,C4447,Phoenix,Unisex,Unisex
2021-03-18,P0001,Shoe Model 1,2,131.51,263.02,C6370,Houston,Unisex,Male
2021-03-18,P0008,Shoe Model 8,3,127.33,381.99,C2821,Phoenix,Female,Unisex
2021-03-18,P0003,Shoe Model 3,1,95.61,95.61,C3440,Houston,Female,Unisex
2021-03-19,P0018,Shoe Model 18,8,90.82,726.56,C9253,Chicago,Unisex,Unisex
2021-03-20,P0004,Shoe Model 4,8,37.94,303.52,C4786,New York,Male,Female
2021-03-20,P0017,Shoe Model 17,9,129.83,1168.47,C8260,New York,Male,Male
2021-03-20,P0002,Shoe Model 2,7,185.5,1298.5,C9107,Los Angeles,Female,Female
2021-03-20,P0012,Shoe Model 12,4,106.29,425.16,C9995,Chicago,Female,Female
2021-03-21,P0010,Shoe Model 10,4,122.25,489.0,C9134,Houston,Unisex,Unisex
2021-03-21,P0015,Shoe Model 15,8,42.41,339.28,C5745,Houston,Female,Female
2021-03-21,P0001,Shoe Model 1,4,154.66,618.64,C1255,Los Angeles,Female,Male
2021-03-22,P0015,Shoe Model 15,3,167.42,502.26,C6522,Phoenix,Unisex,Female
2021-03-22,P0011,Shoe Model 11,6,127.17,763.02,C7903,Los Angeles,Female,Female
2021-03-22,P0002,Shoe Model 2,1,91.11,91.11,C1316,Phoenix,Unisex,Male
2021-03-22,P0006,Shoe Model 6,1,37.65,37.65,C9339,Phoenix,Unisex,Male
2021-03-23,P0005,Shoe Model 5,8,132.92,1063.36,C2209,Los Angeles,Unisex,Female
2021-03-23,P0013,Shoe Model 13,6,151.93,911.58,C4248,Los Angeles,Unisex,Male
2021-03-23,P0012,Shoe Model 12,6,33.13,198.78,C3532,Phoenix,Unisex,Female
2021-03-24,P0012,Shoe Model 12,2,120.4,240.8,C1099,Houston,Unisex,Unisex
2021-03-24,P0004,Shoe Model 4,8,140.8,1126.4,C2434,Houston,Female,Female
2021-03-25,P0006,Shoe Model 6,2,158.05,316.1,C5393,Houston,Unisex,Unisex
2021-03-25,P0016,Shoe Model 16,9,185.33,1667.97,C7862,Houston,Unisex,Male
2021-03-25,P0003,Shoe Model 3,9,186.68,1680.12,C1785,Chicago,Male,Unisex
2021-03-25,P0003,Shoe Model 3,5,196.8,984.0,C7601,Chicago,Male,Unisex
2021-03-26,P0009,Shoe Model 9,8,117.74,941.92,C6637,Houston,Male,Male
2021-03-26,P0004,Shoe Model 4,9,35.96,323.64,C8850,Los Angeles,Male,Unisex
2021-03-27,P0004,Shoe Model 4,9,91.3,821.7,C7562,Phoenix,Male,Female
2021-03-27,P0005,Shoe Model 5,5,79.37,396.85,C7506,Chicago,Unisex,Male
2021-03-28,P0006,Shoe Model 6,2,188.36,376.72,C6233,Chicago,Male,Male
2021-03-29,P0020,Shoe Model 20,7,78.07,546.49,C3843,Chicago,Unisex,Unisex
2021-03-30,P0005,Shoe Model 5,2,96.84,193.68,C4332,Chicago,Male,Female
2021-03-31,P0011,Shoe Model 11,1,165.04,165.04,C8870,Los Angeles,Male,Female
2021-03-31,P0015,Shoe Model 15,1,40.37,40.37,C2077,Los Angeles,Unisex,Female
2021-03-31,P0015,Shoe Model 15,6,149.73,898.38,C2962,Los Angeles,Unisex,Male
2021-03-31,P0016,Shoe Model 16,2,182.6,365.2,C4239,Phoenix,Male,Female
2021-04-01,P0014,Shoe Model 14,7,153.18,1072.26,C2489,Los Angeles,Male,Female
2021-04-01,P0015,Shoe Model 15,9,189.92,1709.28,C9888,New York,Male,Male
2021-04-02,P0010,Shoe Model 10,6,148.77,892.62,C6363,Phoenix,Female,Male
2021-04-02,P0006,Shoe Model 6,3,69.71,209.13,C4719,Chicago,Male,Unisex
2021-04-03,P0006,Shoe Model 6,1,70.6,70.6,C7740,Houston,Male,Unisex
2021-04-03,P0002,Shoe Model 2,3,62.02,186.06,C4023,Los Angeles,Male,Male
2021-04-03,P0019,Shoe Model 19,2,67.18,134.36,C6049,New York,Male,Unisex
2021-04-04,P0020,Shoe Model 20,7,80.18,561.26,C6997,Houston,Unisex,Unisex
2021-04-04,P0015,Shoe Model 15,5,148.65,743.25,C7407,New York,Male,Female
2021-04-05,P0006,Shoe Model 6,1,149.66,149.66,C1174,Houston,Male,Male
2021-04-05,P0015,Shoe Model 15,7,100.27,701.89,C7986,Houston,Male,Male
2021-04-06,P0006,Shoe Model 6,6,47.02,282.12,C6443,Chicago,Male,Unisex
2021-04-06,P0020,Shoe Model 20,3,44.3,132.9,C4620,Los Angeles,Male,Male
2021-04-07,P0012,Shoe Model 12,1,112.87,112.87,C2924,Chicago,Male,Male
2021-04-07,P0008,Shoe Model 8,1,165.24,165.24,C1227,Chicago,Male,Female
2021-04-08,P0017,Shoe Model 17,4,67.45,269.8,C4460,New York,Female,Unisex
2021-04-08,P0009,Shoe Model 9,1,114.99,114.99,C7413,New York,Female,Male
2021-04-09,P0010,Shoe Model 10,4,80.51,322.04,C4065,Los Angeles,Unisex,Unisex
2021-04-09,P0015,Shoe Model 15,8,173.0,1384.0,C8700,Los Angeles,Male,Male
2021-04-09,P0019,Shoe Model 19,4,198.44,793.76,C6739,New York,Male,Male
2021-04-09,P0008,Shoe Model 8,4,166.07,664.28,C4446,Los Angeles,Female,Unisex
2021-04-10,P0020,Shoe Model 20,7,181.63,1271.41,C8338,Houston,Male,Unisex
2021-04-10,P0013,Shoe Model 13,5,182.25,911.25,C6377,Houston,Male,Male
2021-04-10,P0014,Shoe Model 14,7,131.32,919.24,C7902,New York,Female,Male
2021-04-11,P0016,Shoe Model 16,9,66.08,594.72,C4103,Phoenix,Female,Unisex
2021-04-11,P0006,Shoe Model 6,9,92.01,828.09,C3717,Los Angeles,Female,Female
2021-04-11,P0018,Shoe Model 18,3,54.47,163.41,C2569,Phoenix,Male,Unisex
2021-04-12,P0016,Shoe Model 16,8,39.32,314.56,C6229,Los Angeles,Female,Male
2021-04-12,P0008,Shoe Model 8,7,141.31,989.17,C9180,Los Angeles,Unisex,Male
2021-04-12,P0018,Shoe Model 18,9,56.06,504.54,C5096,New York,Female,Unisex
2021-04-12,P0005,Shoe Model 5,1,89.07,89.07,C7265,New York,Unisex,Female
2021-04-13,P0002,Shoe Model 2,7,136.59,956.13,C5342,Houston,Unisex,Male
2021-04-13,P0017,Shoe Model 17,4,32.89,131.56,C7294,Houston,Unisex,Unisex
2021-04-14,P0019,Shoe Model 19,2,75.92,151.84,C1645,Chicago,Female,Male
2021-04-14,P0003,Shoe Model 3,2,148.4,296.8,C4426,New York,Male,Male
2021-04-14,P0018,Shoe Model 18,7,185.51,1298.57,C2281,New York,Male,Unisex
2021-04-14,P0003,Shoe Model 3,7,175.37,1227.59,C6596,New York,Unisex,Unisex
2021-04-15,P0020,Shoe Model 20,2,168.98,337.96,C8215,New York,Male,Female
2021-04-15,P0018,Shoe Model 18,6,76.69,460.14,C3183,Houston,Male,Female
2021-04-16,P0006,Shoe Model 6,3,33.02,99.06,C7631,Phoenix,Unisex,Female
2021-04-16,P0017,Shoe Model 17,2,154.62,309.24,C8186,Chicago,Unisex,Male
2021-04-16,P0003,Shoe Model 3,3,71.33,213.99,C7910,Houston,Unisex,Unisex
2021-04-17,P0014,Shoe Model 14,5,72.48,362.4,C7361,Los Angeles,Male,Male
2021-04-17,P0020,Shoe Model 20,7,199.8,1398.6,C4675,Los Angeles,Female,Unisex
2021-04-17,P0007,Shoe Model 7,9,70.66,635.94,C6017,Houston,Male,Female
2021-04-18,P0008,Shoe Model 8,4,141.9,567.6,C8808,Los Angeles,Female,Female
2021-04-18,P0018,Shoe Model 18,5,127.67,638.35,C9851,Houston,Female,Female
2021-04-18,P0009,Shoe Model 9,6,41.29,247.74,C8105,New York,Unisex,Female
2021-04-19,P0002,Shoe Model 2,7,169.02,1183.14,C9368,New York,Unisex,Male
2021-04-19,P0001,Shoe Model 1,8,107.44,859.52,C4999,Chicago,Female,Male
2021-04-20,P0007,Shoe Model 7,3,106.14,318.42,C6282,Houston,Male,Male
2021-04-20,P0003,Shoe Model 3,3,162.03,486.09,C2980,Houston,Male,Male
2021-04-21,P0009,Shoe Model 9,6,88.28,529.68,C2147,Los Angeles,Male,Unisex
2021-04-21,P0003,Shoe Model 3,2,126.66,253.32,C7357,Los Angeles,Male,Female
2021-04-21,P0016,Shoe Model 16,8,95.54,764.32,C4481,Phoenix,Unisex,Male
2021-04-21,P0017,Shoe Model 17,5,90.08,450.4,C3417,New York,Unisex,Unisex
2021-04-22,P0011,Shoe Model 11,2,113.02,226.04,C4603,Phoenix,Unisex,Male
2021-04-22,P0011,Shoe Model 11,7,182.63,1278.41,C2250,Los Angeles,Male,Unisex
2021-04-23,P0014,Shoe Model 14,3,33.66,100.98,C4274,New York,Unisex,Male
2021-04-23,P0017,Shoe Model 17,9,156.84,1411.56,C3939,Phoenix,Female,Unisex
2021-04-23,P0005,Shoe Model 5,8,118.4,947.2,C5177,Phoenix,Unisex,Male
2021-04-24,P0003,Shoe Model 3,6,146.04,876.24,C6212,Chicago,Female,Unisex
2021-04-24,P0015,Shoe Model 15,9,109.1,981.9,C7360,Phoenix,Female,Male
2021-04-24,P0010,Shoe Model 10,8,86.44,691.52,C4718,Chicago,Male,Unisex
2021-04-24,P0018,Shoe Model 18,3,47.9,143.7,C7918,New York,Male,Female
2021-04-25,P0006,Shoe Model 6,5,191.51,957.55,C2184,Houston,Male,Female
2021-04-25,P0020,Shoe Model 20,7,158.19,1107.33,C3435,New York,Male,Unisex
2021-04-26,P0001,Shoe Model 1,4,51.48,205.92,C9190,Los Angeles,Female,Male
2021-04-26,P0011,Shoe Model 11,2,122.0,244.0,C2133,Chicago,Unisex,Unisex
2021-04-26,P0013,Shoe Model 13,6,57.73,346.38,C9312,Phoenix,Male,Female
2021-04-27,P0012,Shoe Model 12,6,161.4,968.4,C3385,Los Angeles,Female,Unisex
2021-04-27,P0010,Shoe Model 10,5,74.39,371.95,C2890,Chicago,Female,Male
2021-04-27,P0002,Shoe Model 2,3,85.03,255.09,C9048,Houston,Unisex,Female
2021-04-27,P0015,Shoe Model 15,9,54.3,488.7,C3022,New York,Female,Female
2021-04-28,P0017,Shoe Model 17,3,67.88,203.64,C5496,Phoenix,Female,Female
2021-04-29,P0018,Shoe Model 18,1,69.04,69.04,C2395,Chicago,Unisex,Female
2021-04-29,P0002,Shoe Model 2,7,32.72,229.04,C9861,Houston,Unisex,Male
2021-04-29,P0007,Shoe Model 7,7,83.04,581.28,C2416,New York,Male,Unisex
2021-04-29,P0004,Shoe Model 4,2,123.53,247.06,C2500,Chicago,Female,Unisex
2021-04-30,P0012,Shoe Model 12,3,169.9,509.7,C5912,Los Angeles,Male,Male
2021-04-30,P0002,Shoe Model 2,5,194.09,970.45,C2084,Chicago,Male,Unisex
2021-04-30,P0003,Shoe Model 3,2,100.56,201.12,C1188,New York,Unisex,Male
2021-04-30,P0011,Shoe Model 11,3,153.09,459.27,C4190,Phoenix,Unisex,Female
2021-05-01,P0006,Shoe Model 6,3,120.13,360.39,C2694,Houston,Unisex,Female
2021-05-01,P0004,Shoe Model 4,3,186.98,560.94,C9675,Houston,Male,Male
2021-05-02,P0002,Shoe Model 2,6,179.62,1077.72,C5175,Los Angeles,Female,Male
2021-05-02,P0009,Shoe Model 9,9,49.09,441.81,C7906,Los Angeles,Male,Female
2021-05-03,P0007,Shoe Model 7,7,189.4,1325.8,C4001,Chicago,Male,Male
2021-05-04,P0008,Shoe Model 8,2,46.11,92.22,C9412,New York,Male,Female
2021-05-04,P0005,Shoe Model 5,1,80.72,80.72,C6837,Los Angeles,Unisex,Female
2021-05-04,P0016,Shoe Model 16,5,191.75,958.75,C8566,New York,Male,Male
2021-05-04,P0012,Shoe Model 12,7,105.92,741.44,C4508,New York,Male,Female
2021-05-05,P0001,Shoe Model 1,6,150.53,903.18,C3818,Houston,Male,Unisex
2021-05-05,P0006,Shoe Model 6,6,144.8,868.8,C7336,Chicago,Unisex,Female
2021-05-06,P0016,Shoe Model 16,7,81.99,573.93,C9604,Phoenix,Male,Female
2021-05-06,P0009,Shoe Model 9,7,80.33,562.31,C1050,Los Angeles,Male,Unisex
2021-05-06,P0011,Shoe Model 11,8,33.33,266.64,C9227,Phoenix,Male,Female
2021-05-06,P0018,Shoe Model 18,6,174.56,1047.36,C1888,Houston,Female,Male
2021-05-07,P0018,Shoe Model 18,5,93.11,465.55,C7549,Chicago,Male,Female
2021-05-07,P0014,Shoe Model 14,2,117.3,234.6,C6411,Chicago,Female,Male
2021-05-08,P0006,Shoe Model 6,3,117.59,352.77,C8552,Chicago,Unisex,Unisex
2021-05-09,P0007,Shoe Model 7,1,42.14,42.14,C3191,Phoenix,Male,Unisex
2021-05-09,P0001,Shoe Model 1,9,154.02,1386.18,C7892,Phoenix,Male,Male
2021-05-10,P0007,Shoe Model 7,2,43.81,87.62,C5035,Los Angeles,Female,Male
2021-05-10,P0015,Shoe Model 15,7,108.45,759.15,C7866,Los Angeles,Male,Female
2021-05-10,P0019,Shoe Model 19,5,93.58,467.9,C7154,Phoenix,Unisex,Unisex
2021-05-11,P0005,Shoe Model 5,5,38.82,194.1,C1199,Los Angeles,Male,Female
2021-05-11,P0015,Shoe Model 15,7,187.88,1315.16,C9283,Los Angeles,Unisex,Female
2021-05-11,P0008,Shoe Model 8,5,171.87,859.35,C4638,Chicago,Female,Female
2021-05-12,P0001,Shoe Model 1,9,96.69,870.21,C3965,New York,Unisex,Male
2021-05-13,P0016,Shoe Model 16,4,96.13,384.52,C1061,Los Angeles,Female,Male
2021-05-13,P0019,Shoe Model 19,5,121.17,605.85,C6015,Phoenix,Female,Male
2021-05-13,P0005,Shoe Model 5,2,127.75,255.5,C6373,Los Angeles,Female,Male
2021-05-13,P0013,Shoe Model 13,8,94.31,754.48,C5729,Los Angeles,Female,Unisex
2021-05-14,P0017,Shoe Model 17,5,130.98,654.9,C2302,Chicago,Male,Unisex
2021-05-14,P0008,Shoe Model 8,3,190.98,572.94,C8655,New York,Male,Unisex
2021-05-15,P0019,Shoe Model 19,7,34.31,240.17,C9551,Los Angeles,Unisex,Male
2021-05-16,P0007,Shoe Model 7,1,141.06,141.06,C3092,New York,Unisex,Unisex
2021-05-16,P0020,Shoe Model 20,1,84.73,84.73,C1466,Houston,Unisex,Unisex
2021-05-16,P0003,Shoe Model 3,4,174.04,696.16,C8472,Houston,Unisex,Unisex
2021-05-16,P0013,Shoe Model 13,1,110.29,110.29,C9560,Los Angeles,Female,Female
2021-05-17,P0009,Shoe Model 9,6,34.02,204.12,C9370,Houston,Male,Male
2021-05-17,P0008,Shoe Model 8,7,95.63,669.41,C4066,Houston,Male,Unisex
2021-05-17,P0012,Shoe Model 12,1,197.47,197.47,C2488,Los Angeles,Female,Male
2021-05-18,P0001,Shoe Model 1,9,82.82,745.38,C8090,Los Angeles,Female,Unisex
2021-05-18,P0014,Shoe Model 14,6,123.7,742.2,C6568,New York,Female,Unisex
2021-05-18,P0018,Shoe Model 18,7,81.51,570.57,C9897,Los Angeles,Female,Female
2021-05-18,P0010,Shoe Model 10,3,145.54,436.62,C6080,Phoenix,Male,Unisex
2021-05-19,P0019,Shoe Model 19,6,193.69,1162.14,C2344,Los Angeles,Female,Male
2021-05-19,P0001,Shoe Model 1,3,131.82,395.46,C6530,Phoenix,Male,Male
2021-05-20,P0018,Shoe Model 18,4,54.83,219.32,C7687,Chicago,Unisex,Male
2021-05-20,P0011,Shoe Model 11,9,94.33,848.97,C2051,New York,Unisex,Unisex
2021-05-20,P0004,Shoe Model 4,7,78.5,549.5,C9298,Los Angeles,Female,Male
2021-05-20,P0015,Shoe Model 15,5,172.46,862.3,C1360,Houston,Unisex,Male
2021-05-21,P0003,Shoe Model 3,4,156.26,625.04,C4758,Los Angeles,Unisex,Male
2021-05-21,P0011,Shoe Model 11,4,147.53,590.12,C9920,New York,Unisex,Female
2021-05-22,P0019,Shoe Model 19,6,75.95,455.7,C4602,Phoenix,Unisex,Unisex
2021-05-23,P0012,Shoe Model 12,1,145.08,145.08,C7097,Houston,Female,Female
2021-05-23,P0008,Shoe Model 8,8,150.53,1204.24,C4592,Phoenix,Female,Unisex
2021-05-23,P0019,Shoe Model 19,7,176.62,1236.34,C5200,Los Angeles,Female,Male
2021-05-24,P0017,Shoe Model 17,3,98.69,296.07,C5854,Chicago,Female,Unisex
2021-05-24,P0009,Shoe Model 9,5,127.38,636.9,C5752,Houston,Female,Unisex
2021-05-24,P0018,Shoe Model 18,2,118.38,236.76,C6654,Phoenix,Female,Male
2021-05-25,P0010,Shoe Model 10,3,36.67,110.01,C5468,New York,Unisex,Male
2021-05-25,P0015,Shoe Model 15,7,81.33,569.31,C2036,Chicago,Female,Female
2021-05-25,P0005,Shoe Model 5,7,102.04,714.28,C2042,Chicago,Female,Male
2021-05-25,P0009,Shoe Model 9,4,124.53,498.12,C4655,Los Angeles,Male,Female
2021-05-26,P0004,Shoe Model 4,3,104.32,312.96,C6120,New York,Male,Male
